age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income category
33,4,343.4574209418105,7,12,2,3,0,4,1,0.0,12.357310712443157,60,38,1
26,3,279.59256070217606,15,10,1,10,0,4,1,0.0,0.0,40,38,0
52,3,405.1357797084824,11,9,2,3,0,4,1,0.0,0.0,50,38,1
33,3,413.7825515896,9,13,2,3,0,4,1,0.0,0.0,50,38,1
47,3,375.0519963951665,9,13,0,11,1,4,1,0.0,0.0,45,38,0
23,3,499.27647651376486,11,9,4,3,3,2,1,0.0,0.0,75,38,0
53,0,343.2885084007328,7,12,2,0,0,4,1,0.0,0.0,40,38,0
19,3,228.84929538890873,15,10,4,7,3,4,1,0.0,0.0,20,38,0
26,0,309.52544321913183,15,10,4,2,1,4,1,14.925557087285037,0.0,40,38,0
53,3,370.7128268619795,5,4,2,13,0,4,1,0.0,0.0,60,38,1
65,3,411.1532560980151,11,9,4,6,1,4,1,0.0,0.0,10,38,0
68,3,582.381318381694,9,13,2,13,0,4,1,0.0,0.0,30,38,0
30,3,710.4400045042509,0,6,4,11,2,4,1,0.0,0.0,18,12,0
28,3,364.5133742402328,1,7,2,2,0,4,1,0.0,0.0,45,38,0
54,1,368.56478399326215,0,6,2,10,0,4,1,0.0,0.0,45,38,0
30,3,188.79618640216228,11,9,4,7,3,4,1,0.0,0.0,10,38,0
22,3,445.1381807933352,15,10,4,0,3,4,1,0.0,0.0,50,38,0
25,3,469.1460327019722,11,9,4,7,3,4,1,0.0,0.0,30,38,0
19,3,512.3621765899587,1,7,4,7,2,4,1,0.0,0.0,20,38,0
19,3,651.0476173061384,15,10,4,9,3,4,0,0.0,0.0,35,38,0
32,0,334.0164666599538,14,15,2,9,0,4,1,0.0,0.0,40,38,1
23,3,440.56327581858204,9,13,4,3,3,4,0,0.0,0.0,40,38,0
51,1,648.7811649547173,9,13,2,9,0,4,1,0.0,0.0,45,38,0
25,3,444.8269326378519,15,10,2,11,0,4,1,0.0,0.0,44,38,1
46,1,503.1063505860366,9,13,4,9,1,2,0,0.0,0.0,40,38,0
38,3,454.4612194676241,15,10,0,12,4,4,0,0.0,0.0,50,38,0
26,6,265.4185374083732,11,9,2,10,0,1,1,0.0,0.0,40,38,1
46,3,448.572179253239,11,9,0,9,1,4,0,0.0,0.0,40,38,0
25,3,458.22483564294066,9,13,4,9,1,4,0,0.0,0.0,40,38,0
20,3,443.5594661372926,15,10,4,7,3,4,0,8.40611799196616,0.0,16,38,0
29,1,418.6430460428072,12,14,2,9,2,4,1,0.0,0.0,35,38,0
51,4,552.2273082707881,12,14,2,3,0,4,1,0.0,0.0,50,38,1
40,3,425.752275390279,15,10,2,2,0,4,1,0.0,0.0,52,38,0
24,3,448.30012268568476,15,10,4,0,1,4,0,0.0,0.0,40,38,0
24,5,193.49418595916518,9,13,4,4,4,4,1,0.0,0.0,50,38,0
31,3,628.625484688618,8,11,2,7,5,0,0,0.0,0.0,24,25,0
54,3,179.95832850968583,11,9,0,9,1,4,0,0.0,0.0,30,38,0
34,3,594.3172553443152,7,12,5,2,1,4,1,0.0,0.0,60,38,0
19,3,196.5171748219478,15,10,4,4,3,4,1,0.0,0.0,66,38,0
21,3,421.5578252149994,11,9,4,13,3,2,1,0.0,0.0,40,38,0
21,3,436.76194889207096,0,6,2,4,0,4,1,0.0,0.0,70,38,0
23,3,166.66133324799728,15,10,2,13,0,4,1,0.0,0.0,24,38,0
37,0,686.0488320812157,15,10,4,2,1,4,1,0.0,0.0,40,38,0
40,3,267.83950418114205,12,14,2,3,0,4,1,0.0,0.0,46,38,1
57,3,272.3159929199899,11,9,2,7,0,4,1,0.0,0.0,30,38,0
48,3,449.96333183938447,9,13,2,9,0,4,1,0.0,11.408857382284175,40,38,1
24,3,352.11219802784456,1,7,2,13,0,1,1,0.0,0.0,40,39,0
43,3,439.8795289621921,15,10,2,9,0,4,1,0.0,0.0,40,38,0
32,3,412.1722940713022,9,13,4,9,1,4,0,0.0,0.0,20,38,0
40,3,361.3460944856053,11,9,4,7,1,4,0,0.0,0.0,40,38,0
52,4,300.6043911854915,14,15,2,9,0,4,1,46.415733615984266,0.0,35,38,1
49,3,288.86675128854824,11,9,0,3,1,4,1,0.0,0.0,40,38,0
45,5,488.9713693049932,15,10,2,3,0,0,1,14.638778502006044,0.0,40,38,0
62,1,389.06169176622876,11,9,4,2,1,4,1,0.0,0.0,40,38,0
29,3,237.97058641773356,8,11,2,0,0,4,1,0.0,0.0,40,38,0
49,3,342.19146687198383,11,9,5,6,4,4,0,0.0,0.0,40,38,0
55,0,435.872687834418,15,10,0,0,4,2,0,0.0,0.0,40,38,0
20,3,186.71368455472137,15,10,4,9,3,0,1,0.0,0.0,72,38,0
37,4,355.9143155311402,9,13,4,3,3,4,1,0.0,0.0,40,38,0
43,6,446.996644282706,9,13,2,0,0,4,1,0.0,0.0,40,38,1
29,3,239.9916665219857,15,10,0,0,1,4,0,0.0,0.0,40,38,0
44,3,321.65043136921173,11,9,2,11,5,4,0,0.0,0.0,40,38,1
28,3,531.4113284453014,15,10,5,12,4,4,1,0.0,0.0,40,38,1
38,3,546.6635162510847,15,10,4,3,1,4,0,0.0,0.0,45,38,0
45,3,182.4828759089466,8,11,2,11,0,4,1,0.0,12.55072719499653,50,38,1
22,3,553.2006869120826,15,10,4,9,3,4,1,0.0,0.0,40,38,0
19,3,553.5946170258522,15,10,4,7,3,4,0,0.0,0.0,20,38,0
20,3,435.7614026046823,2,8,4,7,1,4,1,0.0,0.0,40,38,0
60,3,289.5876378576958,11,9,2,5,0,4,1,0.0,0.0,40,38,0
30,3,342.62661893087056,11,9,4,11,1,4,0,0.0,0.0,40,38,0
22,3,360.4635903943698,15,10,4,0,1,1,1,0.0,0.0,40,38,0
51,3,423.0957338475537,15,10,0,11,1,4,0,0.0,0.0,60,38,0
31,3,612.9274019000945,9,13,4,9,4,2,0,0.0,0.0,40,38,0
48,3,562.2286011935003,11,9,0,3,4,4,0,0.0,0.0,40,38,0
43,3,541.5764027355697,9,13,2,11,0,4,1,0.0,12.357310712443157,40,38,1
51,1,419.2254763250917,11,9,0,13,4,2,1,0.0,0.0,40,38,0
41,3,348.88106856061995,8,11,2,12,0,4,1,0.0,12.271584879323918,48,38,1
62,3,308.1087470358477,8,11,2,9,0,4,1,15.053144819505858,0.0,40,38,0
50,6,478.82355831767507,11,9,2,2,0,2,1,0.0,0.0,40,38,1
46,3,377.92591866660854,11,9,2,11,5,4,0,0.0,0.0,40,38,1
54,3,150.80782473068166,15,10,2,13,0,4,1,24.67526686559348,0.0,60,38,1
68,3,276.3530350837494,11,9,2,5,0,4,1,0.0,0.0,45,38,1
23,5,464.8967627334051,7,12,4,2,1,4,1,0.0,0.0,30,38,0
49,3,327.75753233144775,12,14,4,11,1,4,0,0.0,0.0,35,38,0
24,3,781.6834397631819,0,6,2,5,0,4,1,0.0,0.0,40,38,0
30,1,602.5213689156593,11,9,2,10,0,2,1,0.0,0.0,40,38,0
38,3,412.3348154109716,11,9,2,6,0,4,1,14.638778502006044,0.0,45,38,0
34,3,371.34889255254285,11,9,4,11,1,4,0,0.0,0.0,35,38,0
22,3,568.0440123793226,15,10,4,3,3,4,1,0.0,0.0,40,38,0
30,3,154.20116731075677,5,4,5,5,1,4,1,0.0,0.0,40,38,0
61,3,384.50617680344226,5,4,2,13,0,4,1,0.0,0.0,31,38,0
36,3,419.2362102681494,11,9,0,3,4,4,1,0.0,0.0,40,38,0
51,4,407.9938725030071,8,11,2,3,0,4,1,0.0,0.0,40,38,0
43,3,358.0670328304464,4,3,2,6,5,1,0,0.0,0.0,40,39,1
54,0,357.00840326244423,15,10,2,10,0,4,1,0.0,0.0,48,38,1
63,3,367.0136237253326,11,9,6,9,1,4,0,0.0,0.0,25,38,0
51,3,504.21225689187685,15,10,2,3,0,4,1,0.0,0.0,40,38,1
63,5,399.64359121597334,0,6,2,6,0,4,1,0.0,0.0,40,38,0
51,1,341.0073312994898,12,14,2,9,0,4,1,0.0,0.0,60,38,1
27,3,383.03916248864164,11,9,0,11,3,4,0,0.0,0.0,35,38,0
35,3,601.5712759100122,7,12,2,12,0,4,1,0.0,0.0,40,38,1
31,3,162.9509128541476,9,13,2,9,5,4,0,0.0,0.0,25,38,1
46,5,181.1767093199344,11,9,5,2,4,4,1,0.0,0.0,40,38,0
53,3,475.1505024726376,8,11,2,2,0,2,1,0.0,0.0,40,38,1
26,0,627.4774896360825,15,10,0,0,3,4,1,0.0,0.0,24,38,0
43,3,400.460984366767,11,9,4,6,3,4,1,0.0,0.0,40,38,0
39,3,437.9577605203497,11,9,2,11,0,4,1,24.67526686559348,0.0,50,38,1
50,0,420.676835587604,11,9,0,9,1,4,1,0.0,11.671653197167123,40,38,0
54,0,184.01902075600773,11,9,2,0,0,4,1,0.0,0.0,40,38,1
62,3,427.418998173923,15,10,2,9,5,4,0,0.0,0.0,45,38,1
57,6,376.1103561456398,15,10,0,9,4,4,0,0.0,0.0,40,38,0
19,3,417.41226623088113,15,10,4,9,3,2,1,0.0,0.0,24,38,0
29,1,308.85757235334216,11,9,4,7,3,4,1,0.0,0.0,20,38,0
20,3,470.20740104766537,11,9,4,2,2,2,1,0.0,0.0,40,38,0
53,3,323.26614422175425,9,13,2,3,0,4,1,0.0,12.389967605074764,55,38,1
18,3,661.7031056297076,15,10,4,9,3,4,1,0.0,0.0,40,38,0
22,3,362.2568149807537,15,10,4,9,3,4,1,0.0,0.0,40,38,0
23,3,704.1931553203283,11,9,4,7,1,4,1,0.0,0.0,40,7,0
69,3,430.91878585181223,1,7,2,0,0,4,1,0.0,0.0,20,38,0
56,3,449.24603504093386,5,4,2,5,0,4,1,0.0,12.603408836646649,40,38,0
53,1,741.1754178330525,9,13,2,9,0,2,1,0.0,0.0,35,38,0
28,3,497.43843840218057,11,9,4,0,1,4,1,0.0,0.0,40,38,0
28,3,446.72810522732954,9,13,2,7,0,2,1,0.0,0.0,40,38,0
33,4,372.90347276473574,11,9,2,3,0,1,1,0.0,0.0,84,35,1
48,3,430.161597542133,11,9,0,11,4,4,0,0.0,0.0,30,38,0
61,3,407.58312035706285,11,9,2,2,0,4,1,0.0,0.0,40,38,1
49,3,287.48739102785015,9,13,2,9,0,4,1,17.11456643300559,0.0,45,38,0
48,3,330.5676935213119,15,10,2,3,0,4,1,0.0,0.0,40,38,0
32,3,639.0054772848196,5,4,2,2,0,4,1,0.0,0.0,40,38,0
51,3,431.6688545633099,11,9,2,2,0,4,1,0.0,0.0,40,38,1
27,3,361.7402382926179,9,13,4,9,1,4,1,0.0,0.0,40,38,0
19,3,501.5765146017106,15,10,4,7,3,4,1,0.0,0.0,14,38,0
47,3,276.788728094191,11,9,2,9,0,4,1,0.0,0.0,50,38,0
25,3,150.1532550429727,9,13,4,13,3,4,1,0.0,0.0,60,38,0
72,3,231.69807940507405,15,10,2,10,0,2,1,0.0,0.0,40,38,0
29,3,428.5172108562269,1,7,0,2,1,4,1,0.0,0.0,40,38,0
22,3,270.5605292721021,11,9,4,0,3,4,0,0.0,0.0,40,38,0
57,3,329.2810349837962,11,9,2,7,0,2,1,0.0,0.0,48,8,0
50,3,341.008797540474,7,12,2,0,0,4,1,0.0,0.0,60,3,0
45,4,381.7027639407396,15,10,2,11,0,4,1,0.0,0.0,30,38,0
52,3,571.1006916472786,15,10,0,9,1,4,1,0.0,0.0,40,38,1
53,3,448.47184972972383,12,14,2,3,0,4,1,0.0,0.0,48,38,1
36,3,500.7903753068743,11,9,2,5,0,4,1,0.0,0.0,48,38,0
46,3,572.9013876750518,11,9,2,2,0,4,1,0.0,0.0,40,38,1
20,3,632.8056573704126,11,9,4,11,3,4,0,0.0,0.0,20,38,0
75,3,309.8144606050531,4,3,6,7,4,2,1,0.0,0.0,10,38,0
32,1,357.2828011533721,11,9,2,2,0,4,1,0.0,0.0,40,38,1
28,3,500.6785395840329,11,9,2,2,0,4,1,0.0,0.0,40,38,0
53,3,322.41277890307015,12,14,0,9,1,4,0,0.0,0.0,40,38,0
17,3,447.43602894715576,1,7,4,11,3,4,0,0.0,0.0,35,38,0
46,6,543.8667116123214,8,11,0,0,4,4,0,0.0,0.0,38,38,0
39,3,437.9965753290772,7,12,5,9,1,4,0,0.0,0.0,30,38,0
38,3,287.4404286108689,15,10,0,2,4,4,1,0.0,0.0,40,38,0
36,3,400.90896722323384,11,9,2,6,0,4,1,0.0,0.0,60,38,0
63,1,331.4347597944428,9,13,4,9,1,2,0,0.0,0.0,21,38,0
28,3,583.0068610230929,3,2,2,6,0,4,1,0.0,0.0,43,25,0
28,3,192.91189698927332,9,13,4,9,3,4,1,0.0,0.0,45,38,0
49,3,609.343088908047,11,9,4,0,4,4,0,0.0,0.0,35,38,0
43,3,649.4897997659393,15,10,2,6,0,4,1,0.0,0.0,40,25,0
38,3,172.34268188698934,9,13,2,3,0,4,1,0.0,0.0,45,38,1
39,3,342.6091067090891,11,9,4,12,1,4,1,0.0,0.0,62,8,0
42,3,489.92550454125166,11,9,0,9,1,2,0,0.0,0.0,40,38,0
40,3,582.0137455421478,11,9,2,3,0,4,1,0.0,0.0,40,38,0
45,3,168.40130640823426,11,9,5,9,4,4,0,0.0,0.0,10,38,0
29,3,561.2717701791174,11,9,0,9,4,4,0,0.0,0.0,40,38,0
24,0,560.8252847366995,9,13,4,9,1,4,1,0.0,12.030017442744436,45,38,0
30,3,415.9386974062404,15,10,2,12,0,4,1,0.0,0.0,50,38,1
44,3,535.4904294196116,15,10,2,13,0,2,1,0.0,0.0,40,38,0
40,3,404.9506142729012,11,9,2,11,0,4,1,0.0,0.0,24,38,0
30,3,468.31399722835533,11,9,4,6,2,4,0,0.0,0.0,35,32,0
42,3,210.04999404903586,12,14,0,9,1,4,0,0.0,12.333252170555896,40,38,0
52,5,322.17076217434754,8,11,0,9,1,4,0,0.0,0.0,35,38,0
42,3,557.343700063076,15,10,2,2,0,2,1,0.0,0.0,40,38,1
39,3,392.39775738400954,15,10,2,2,0,4,1,0.0,0.0,52,38,1
43,3,417.8217323213334,15,10,0,9,4,4,1,0.0,0.0,45,38,0
62,5,287.0330991366675,11,9,2,2,0,4,1,21.943380579496452,0.0,40,38,0
30,3,455.2504805049633,8,11,2,2,0,4,1,0.0,0.0,40,8,0
83,3,501.9472083795267,11,9,6,9,1,4,0,0.0,0.0,20,38,0
39,3,864.1678077780958,9,13,2,9,0,4,1,0.0,0.0,55,38,1
41,3,555.2440904683273,11,9,2,13,5,4,0,0.0,0.0,20,38,0
49,3,319.100297712177,12,14,2,9,5,4,0,0.0,12.55072719499653,40,38,1
25,3,330.1651102100281,1,7,2,2,0,4,1,0.0,0.0,40,38,0
48,3,642.9331224940896,1,7,2,13,0,4,1,0.0,12.603408836646649,40,38,0
59,3,343.14865583300775,7,12,0,9,1,4,1,0.0,0.0,8,38,0
44,6,544.3583378621108,9,13,4,0,1,4,1,0.0,0.0,40,38,0
36,3,456.4624847673684,6,5,0,5,1,4,1,16.691075346640876,0.0,56,38,0
40,3,346.8097461144943,11,9,4,5,3,4,1,0.0,0.0,40,20,0
21,3,439.5668322337344,11,9,4,0,3,2,0,0.0,0.0,35,22,0
41,3,293.9370680945158,15,10,5,0,1,4,0,0.0,0.0,38,38,0
24,3,463.95150608657366,9,13,4,3,1,4,0,0.0,0.0,50,38,0
67,5,352.8030612112089,11,9,2,4,0,4,1,0.0,0.0,60,38,0
24,3,478.17256299373764,9,13,4,0,3,4,1,0.0,0.0,38,38,0
50,5,621.608397626673,9,13,2,11,0,4,1,0.0,0.0,60,38,0
48,3,311.1237695837462,12,14,0,11,1,4,1,0.0,0.0,35,38,0
55,3,326.66037408905294,7,12,2,9,0,2,1,0.0,0.0,20,38,1
29,3,399.70989479871525,11,9,4,6,1,4,1,14.925557087285037,0.0,40,6,0
50,3,373.44879167029046,9,13,0,9,4,4,0,0.0,0.0,36,20,0
64,6,742.1913499900144,0,6,2,3,0,4,1,0.0,0.0,40,38,1
49,3,261.7345984007464,6,5,0,7,1,2,1,0.0,0.0,37,38,0
20,3,349.5926200594057,11,9,4,7,3,2,1,0.0,0.0,52,38,0
30,3,399.30189080443887,11,9,5,0,1,4,0,0.0,0.0,40,38,0
37,3,283.9683080908854,9,13,2,7,0,1,1,0.0,0.0,30,2,0
52,3,438.6228448222915,11,9,2,6,0,4,1,0.0,0.0,40,38,1
22,3,437.405989899544,15,10,4,10,3,4,1,0.0,0.0,25,38,0
77,3,383.775976319519,11,9,6,9,1,4,0,0.0,0.0,14,38,0
19,6,270.20177645604036,15,10,4,0,3,4,1,0.0,0.0,15,38,0
52,3,421.7321424790859,11,9,0,2,2,4,1,0.0,0.0,55,38,1
42,3,403.73630007716673,9,13,3,12,3,1,0,0.0,0.0,40,38,0
35,3,309.1132478558627,11,9,5,3,1,4,0,0.0,0.0,36,38,0
27,3,353.97457535817455,15,10,4,0,4,4,0,0.0,0.0,50,38,0
54,6,445.18086212235136,11,9,4,7,1,2,0,0.0,0.0,38,38,0
37,3,544.0119483981947,11,9,2,2,0,4,1,0.0,11.763903866895422,40,38,0
37,3,427.3967711623475,0,6,2,13,0,4,1,0.0,0.0,35,38,0
28,3,353.4190147685888,5,4,2,2,0,4,1,0.0,0.0,30,38,0
63,3,414.28854678834654,9,13,2,11,0,4,1,0.0,0.0,40,38,0
19,3,613.3840558736426,11,9,4,6,3,4,1,0.0,0.0,42,38,0
28,3,396.7253457998367,9,13,4,11,3,4,0,0.0,0.0,40,38,0
23,3,338.16711844885214,15,10,4,9,1,4,1,0.0,0.0,40,38,0
44,3,422.0592375484749,14,15,4,9,1,4,0,0.0,0.0,40,38,1
31,3,455.19336550525423,15,10,2,2,0,4,1,0.0,0.0,40,38,1
35,3,352.8214846065925,9,13,4,11,1,1,1,0.0,0.0,50,38,1
64,3,319.5356005205054,11,9,0,8,1,4,0,0.0,0.0,50,38,0
40,3,303.37435620038815,11,9,2,5,0,4,1,0.0,0.0,40,38,1
59,1,486.23656793787114,7,12,0,9,1,4,0,0.0,0.0,50,38,0
22,3,633.2187615666485,15,10,4,0,3,4,0,0.0,0.0,40,38,0
40,3,636.0605317106226,15,10,4,11,1,4,0,0.0,0.0,44,38,0
35,3,477.0440231257488,5,4,2,5,0,4,1,0.0,0.0,40,25,0
20,3,381.9908375864531,15,10,4,0,3,4,0,0.0,0.0,15,38,0
35,1,436.1490570894313,11,9,4,10,3,4,1,0.0,0.0,40,38,0
28,3,597.1222655369669,15,10,2,3,0,4,1,0.0,0.0,48,38,0
28,3,257.8235830951079,11,9,0,6,3,4,1,0.0,0.0,40,38,0
37,3,415.0373477170458,15,10,2,9,0,4,1,0.0,0.0,20,38,0
72,3,344.8216930530908,10,16,2,9,0,4,1,0.0,13.373766153977309,6,38,1
25,4,403.78088117195443,7,12,4,11,1,4,1,0.0,0.0,60,38,0
37,3,299.26409741230236,11,9,0,0,4,4,0,0.0,0.0,40,38,0
19,3,188.43301196977137,15,10,4,9,3,4,0,0.0,0.0,45,38,0
31,3,404.10765892271826,8,11,0,11,3,4,0,0.0,0.0,38,38,0
41,3,438.98974931084666,11,9,4,0,2,4,0,0.0,0.0,40,38,0
31,3,617.3758984605732,0,6,2,12,0,4,1,0.0,0.0,40,38,1
44,3,471.6290915539456,11,9,2,2,0,4,1,0.0,0.0,40,38,0
20,3,186.2954642496698,15,10,4,3,1,2,1,0.0,0.0,47,38,0
57,5,218.76242821837573,15,10,2,4,0,4,1,0.0,0.0,50,38,0
26,3,441.832547465666,11,9,0,7,1,4,0,0.0,0.0,12,38,0
44,4,321.936329108723,11,9,2,3,0,4,1,17.11456643300559,0.0,60,11,0
29,1,573.9564443405092,11,9,4,10,1,4,1,0.0,0.0,40,38,0
36,3,428.4997082846148,11,9,2,9,0,4,1,0.0,12.55072719499653,40,38,1
40,3,429.074585590897,8,11,2,2,0,4,1,0.0,0.0,40,38,1
21,3,459.7662449549771,7,12,4,7,1,2,1,0.0,0.0,35,22,0
21,3,248.54979380397805,15,10,4,2,1,4,1,0.0,0.0,70,38,0
34,5,565.8568723626144,14,15,5,9,4,4,1,0.0,0.0,48,38,1
24,3,446.59153596995094,9,13,4,3,3,4,0,0.0,0.0,15,38,0
28,3,559.0956984273802,0,6,0,7,1,4,0,0.0,0.0,40,38,0
35,3,410.7006208906921,11,9,5,13,3,4,1,0.0,0.0,50,38,0
35,3,295.89863129119067,11,9,0,2,1,4,1,0.0,0.0,40,38,0
38,6,469.49014899143515,9,13,4,3,1,4,0,0.0,0.0,40,38,0
44,0,636.0809696886081,11,9,0,0,4,2,0,0.0,0.0,40,38,0
39,3,314.74592928265173,9,13,2,5,5,4,0,0.0,0.0,40,30,1
57,1,331.621772505968,11,9,0,7,1,4,0,0.0,0.0,40,38,0
19,3,496.6407152056706,15,10,4,11,3,4,0,0.0,0.0,40,38,0
29,3,239.6309662794022,8,11,2,6,0,4,1,0.0,0.0,48,38,0
23,3,539.6739756556731,11,9,4,6,2,2,1,0.0,0.0,40,38,0
50,3,404.60845270458697,11,9,6,7,4,4,0,0.0,0.0,40,38,0
51,5,490.2631946210117,15,10,2,2,0,4,1,0.0,0.0,20,38,0
28,3,161.1055554597668,8,11,0,2,1,0,1,0.0,0.0,40,38,0
44,3,318.73656834445586,9,13,2,11,0,4,1,0.0,0.0,60,38,0
29,5,477.3782567314938,9,13,4,9,1,2,1,0.0,0.0,40,38,0
31,3,474.397512641034,11,9,0,13,1,4,1,0.0,0.0,45,38,0
27,3,477.98744753392845,9,13,2,2,0,4,1,0.0,0.0,45,38,1
34,3,495.35643732568974,9,13,2,3,0,4,1,0.0,0.0,45,38,0
50,4,395.7562381062363,14,15,2,9,0,1,1,19.736544806437948,0.0,50,29,1
27,3,187.16837339678943,15,10,2,5,0,4,1,0.0,0.0,40,38,1
31,3,508.77205111916277,8,11,4,0,4,2,0,0.0,0.0,40,38,0
46,3,436.0217884464032,7,12,2,2,0,4,1,0.0,0.0,40,38,1
39,3,252.80427211580107,15,10,4,0,3,1,0,0.0,0.0,40,38,0
40,3,714.1932511582562,9,13,2,11,0,4,1,0.0,0.0,55,38,1
28,3,459.2025696792212,1,7,0,11,3,4,1,0.0,0.0,40,38,0
18,3,512.8586549918018,11,9,4,11,3,4,0,0.0,0.0,40,38,0
51,3,553.8817563343281,11,9,0,0,1,4,0,0.0,0.0,40,38,0
58,4,323.0061918911153,11,9,0,11,1,4,1,0.0,0.0,50,38,0
66,3,583.7242499673969,11,9,2,11,0,4,1,0.0,0.0,40,38,0
36,5,537.2010796712904,11,9,2,7,5,1,0,0.0,0.0,20,34,0
38,3,491.6960443200657,1,7,0,5,1,4,0,0.0,0.0,60,38,0
25,3,333.253657144224,7,12,4,3,3,4,1,0.0,0.0,40,38,0
25,3,323.51506920080243,11,9,4,7,4,4,0,0.0,0.0,22,38,0
90,3,560.3445368699511,1,7,4,5,3,4,1,0.0,0.0,40,38,0
41,1,228.11619846034608,15,10,0,0,4,4,0,0.0,0.0,40,38,0
34,3,382.86942944037725,11,9,4,9,4,2,0,0.0,0.0,40,38,0
33,3,363.00964174522966,9,13,0,9,4,4,0,9.704698896018698,0.0,40,10,0
33,3,504.20333200009696,11,9,4,0,1,4,0,0.0,0.0,40,38,0
35,3,391.03580398730753,9,13,2,3,0,4,1,0.0,12.357310712443157,45,38,1
39,5,460.2010430235899,11,9,4,2,3,2,0,0.0,0.0,20,38,0
59,3,400.45224434381686,11,9,2,11,0,4,1,0.0,0.0,60,38,0
19,3,622.2660202839297,15,10,4,12,3,4,1,0.0,11.979130392664786,16,38,0
39,3,432.4881501266827,11,9,2,11,0,4,1,15.958224352971603,0.0,38,38,0
19,3,457.02735147909914,15,10,4,9,3,4,1,0.0,0.0,40,38,0
27,3,411.8628412469374,11,9,4,5,3,4,0,0.0,0.0,40,38,0
52,3,450.50638175280045,5,4,2,2,0,4,1,0.0,0.0,40,38,0
59,5,283.6670583624401,11,9,0,7,3,4,0,0.0,0.0,24,38,0
28,3,638.4919733246456,15,10,0,2,4,4,0,0.0,0.0,40,38,0
37,3,493.38119137235054,11,9,0,7,2,4,0,0.0,0.0,50,28,0
50,3,418.2869828239937,0,6,2,9,0,4,1,0.0,0.0,99,38,0
36,3,589.4836723777852,9,13,2,3,0,4,1,0.0,0.0,50,38,1
34,3,382.31008357091497,9,13,2,9,0,4,1,0.0,0.0,60,38,1
23,3,670.3968973675221,15,10,4,0,3,4,1,0.0,0.0,40,38,0
19,3,418.926007786578,1,7,4,9,3,4,0,0.0,0.0,30,38,0
33,3,537.4244132899063,11,9,0,2,1,4,1,0.0,13.119218920385306,84,38,0
27,1,367.168898464998,12,14,4,9,3,4,1,0.0,0.0,52,38,0
31,1,436.3496304570453,12,14,2,9,0,4,1,0.0,0.0,40,38,0
21,3,510.50661112271604,0,6,2,6,0,4,1,0.0,0.0,36,38,0
31,3,213.55093069335942,11,9,2,3,0,4,1,0.0,0.0,54,38,0
59,3,260.46304920276117,11,9,2,5,0,4,1,0.0,0.0,40,38,1
40,1,494.49165817028705,12,14,2,9,0,4,1,0.0,12.389967605074764,48,38,1
19,3,656.1028882728684,1,7,4,5,3,4,1,0.0,0.0,40,38,0
47,3,441.24596315433865,11,9,2,13,0,4,1,0.0,0.0,50,38,0
34,3,306.9771978502638,9,13,4,2,4,4,1,0.0,0.0,40,38,0
57,3,433.9700450491946,11,9,2,7,0,4,1,0.0,0.0,78,38,0
51,1,382.336239454227,6,5,2,13,0,2,1,0.0,0.0,40,38,0
21,3,420.86221023037933,15,10,4,5,1,4,1,0.0,0.0,20,38,0
30,4,261.4000765110829,15,10,2,11,0,4,1,0.0,0.0,50,38,0
46,3,309.2507073556987,15,10,0,5,1,4,1,0.0,0.0,45,38,0
40,3,488.18951238223053,9,13,4,11,1,4,0,0.0,0.0,45,38,0
52,3,645.0806151172116,13,1,2,7,1,4,1,0.0,0.0,40,7,0
23,3,533.857658931667,9,13,4,11,1,1,1,0.0,0.0,50,35,0
90,3,506.4721117692464,9,13,6,9,2,4,0,9.969909547282054,0.0,10,38,0
25,3,431.6178865617133,11,9,4,0,1,4,0,0.0,0.0,50,38,0
43,3,434.4951092935339,15,10,0,13,1,4,1,0.0,0.0,45,38,0
38,6,177.0649598311309,15,10,0,10,4,0,0,0.0,0.0,40,38,1
22,3,444.53683761866125,8,11,4,7,1,4,0,0.0,0.0,30,38,0
33,1,402.4201784205161,9,13,4,0,1,4,0,10.180071302812413,0.0,40,38,0
34,3,524.8218745441162,15,10,2,9,0,4,1,17.300315184652735,0.0,40,38,1
65,3,601.4324567231137,8,11,2,13,0,4,1,0.0,0.0,20,38,0
50,3,380.74663491618674,11,9,4,12,3,4,1,0.0,0.0,15,38,0
29,3,436.50773189028394,9,13,4,11,1,4,1,18.990761898674965,0.0,48,38,0
25,3,421.94430912147635,11,9,2,13,0,4,1,0.0,0.0,40,38,0
54,3,554.062270868537,15,10,0,0,1,4,0,0.0,0.0,40,38,0
49,3,296.52655867561003,11,9,2,0,0,4,1,0.0,0.0,40,38,1
44,3,492.5637014640848,15,10,2,6,0,4,1,0.0,0.0,40,38,0
24,3,392.63851059212215,6,5,0,7,3,4,0,0.0,0.0,40,38,0
25,3,715.0741220321149,9,13,4,11,1,4,1,0.0,0.0,38,38,0
65,1,470.1340234443791,11,9,2,13,0,4,1,0.0,0.0,20,38,0
56,5,471.36185675126495,11,9,2,3,0,2,1,0.0,0.0,45,38,0
39,5,355.76537212044684,14,15,2,9,0,4,1,24.67526686559348,0.0,60,38,1
23,3,449.8266332710859,9,13,4,9,3,4,0,0.0,0.0,40,38,0
20,3,436.3748388713538,15,10,4,7,1,4,0,0.0,0.0,20,38,0
24,3,488.7913665358667,4,3,4,2,4,4,1,0.0,0.0,40,7,0
